numtopics;average_topic_semdensity_for_10_topwords;model
4;0.365950142982;Only Nouns 400-100
5;0.366034522437;Only Nouns 400-100
6;0.363493107096;Only Nouns 400-100
7;0.346953569973;Only Nouns 400-100
8;0.351225253992;Only Nouns 400-100
9;0.364210161945;Only Nouns 400-100
10;0.348400460165;Only Nouns 400-100
