numtopics;average_topic_semdensity_for_10_topwords;model
4;0.3622438966;POS restriction 400-100
5;0.367015896453;POS restriction 400-100
6;0.341800735501;POS restriction 400-100
7;0.354574968797;POS restriction 400-100
8;0.35347420453;POS restriction 400-100
9;0.359124433978;POS restriction 400-100
10;0.35609559776;POS restriction 400-100
