numtopics;average_topic_semdensity_for_10_topwords;model
4;0.361375143328;POS restriction 900-300
5;0.359896717269;POS restriction 900-300
6;0.333453970711;POS restriction 900-300
7;0.348169795229;POS restriction 900-300
8;0.356713160451;POS restriction 900-300
9;0.345769668831;POS restriction 900-300
10;0.343772784543;POS restriction 900-300
