numtopics;average_topic_semdensity_for_10_topwords;model
4;0.374682338687;Only Nouns 600-150
5;0.328303338055;Only Nouns 600-150
6;0.349539457573;Only Nouns 600-150
7;0.329977299438;Only Nouns 600-150
8;0.336348852181;Only Nouns 600-150
9;0.344172976185;Only Nouns 600-150
10;0.335228029744;Only Nouns 600-150
