numtopics;average_topic_semdensity_for_10_topwords;model
4;0.368166583868;POS restriction 500-100
5;0.356847044526;POS restriction 500-100
6;0.356509555638;POS restriction 500-100
7;0.357276079975;POS restriction 500-100
8;0.358153125559;POS restriction 500-100
9;0.355633845847;POS restriction 500-100
10;0.355901839671;POS restriction 500-100
